#SampleID	Dataset	lat	long	pH	specific_location	Moisture	N	C	CN	CO2_C
CP42	Central_Park	40.76878	-73.97535	7.44	"New York, NY USA"	15.17097384	0.249	4.607	18.50200803	6.574873755
CP56	Central_Park	40.76937	-73.97649	5.67	"New York, NY USA"	19.55440774	0.2492	3.996	16.035313	1.966327953
CP676	Central_Park	40.79262	-73.95279	6.67	"New York, NY USA"	14.65932137	0.2493	4.4	17.64941837	5.82016318
CP30	Central_Park	40.76833	-73.97933	6.71	"New York, NY USA"	12.59539237	0.2508	6.01	23.96331738	1.903614076
CP107	Central_Park	40.77084	-73.97112	5.87	"New York, NY USA"	16.13877597	0.253	5.495	21.71936759	1.753928628
CP727	Central_Park	40.78967	-73.95567	6.52	"New York, NY USA"	17.39583992	0.2536	3.967	15.64274448	3.473174346
CP735	Central_Park	40.79186	-73.95581	6.02	"New York, NY USA"	21.62914421	0.2539	4.447	17.51476959	2.335675602
CP614	Central_Park	40.7969	-73.94989	7.33	"New York, NY USA"	15.47809321	0.2542	3.968	15.6097561	2.543537158
CP741	Central_Park	40.77456	-73.97645	5.26	"New York, NY USA"	18.351053	0.2547	6.635	26.0502552	2.109355678
CP138	Central_Park	40.7722	-73.97035	6.27	"New York, NY USA"	25.86993829	0.255	4.681	18.35686275	5.317812936
CP128	Central_Park	40.77249	-73.97212	6.31	"New York, NY USA"	18.83361921	0.2565	3.506	13.66861598	7.397865921
CP109	Central_Park	40.77108	-73.97227	6.2	"New York, NY USA"	16.41068156	0.258	5.037	19.52325581	2.563899856
CP217	Central_Park	40.77861	-73.9671	5.64	"New York, NY USA"	23.53846627	0.2591	4.531	17.48745658	1.188444074
CP125	Central_Park	40.77297	-73.97402	6.36	"New York, NY USA"	22.62138464	0.2603	3.922	15.06723012	4.716971239
CP221	Central_Park	40.77975	-73.96507	5.54	"New York, NY USA"	12.06667315	0.2624	3.836	14.61890244	4.422163089
CP102	Central_Park	40.76973	-73.97012	6.22	"New York, NY USA"	20.17569719	0.2634	4.239	16.09339408	1.273560364
CP240	Central_Park	40.77676	-73.96507	6.81	"New York, NY USA"	17.45296209	0.2653	4.384	16.52468903	2.088794341
CP729	Central_Park	40.79066	-73.95537	6.38	"New York, NY USA"	13.59509844	0.2654	3.97	14.95855313	1.637470014
CP117	Central_Park	40.7732	-73.97711	7.03	"New York, NY USA"	18.64776445	0.2655	4.003	15.07721281	5.32081389
CP215	Central_Park	40.77918	-73.96854	6.87	"New York, NY USA"	20.79568212	0.2666	3.913	14.67741935	5.484197788
CP478	Central_Park	40.79255	-73.96229	7.73	"New York, NY USA"	15.26722689	0.2688	3.982	14.8139881	1.679017634
CP67	Central_Park	40.77097	-73.97687	6.82	"New York, NY USA"	19.11795299	0.2693	4.07	15.11325659	7.370845082
CP485	Central_Park	40.79279	-73.96149	5.94	"New York, NY USA"	13.40465052	0.271	4.903	18.09225092	1.939239841
CP666	Central_Park	40.79567	-73.95381	5.25	"New York, NY USA"	5.412044678	0.2729	5.31	19.4576768	4.299561666
CP341	Central_Park	40.77425	-73.96848	6.94	"New York, NY USA"	22.00564035	0.2731	4.342	15.89893812	2.203697932
CP243	Central_Park	40.77711	-73.96555	6.37	"New York, NY USA"	13.52243262	0.2765	3.338	12.07233273	4.960495297
CP708	Central_Park	40.79429	-73.96098	5.94	"New York, NY USA"	17.91816547	0.2767	4.033	14.57535237	2.741045591
CP312	Central_Park	40.77687	-73.97429	5.75	"New York, NY USA"	13.66234872	0.2769	5.098	18.41097869	1.987514898
CP602	Central_Park	40.79988333	-73.9571	5.92	"New York, NY USA"	25.1960715	0.2772	5.243	18.91414141	1.804420213
CP743	Central_Park	40.77447	-73.97588	6.32	"New York, NY USA"	28.35378464	0.2787	6.747	24.2088267	2.764413553
CP77	Central_Park	40.769	-73.97105	6.04	"New York, NY USA"	17.66557052	0.2794	4.71	16.8575519	1.905377644
CP59	Central_Park	40.77039	-73.97923	6.14	"New York, NY USA"	10.24361093	0.2795	6.42	22.96958855	8.063305881
CP717	Central_Park	40.7936	-73.95523	5.84	"New York, NY USA"	11.34689436	0.2807	5.146	18.33273958	2.850997485
CP210	Central_Park	40.78107	-73.96924	5.28	"New York, NY USA"	9.019794141	0.2808	6.695	23.84259259	1.761786436
CP713	Central_Park	40.793	-73.95767	5.91	"New York, NY USA"	15.11142998	0.281	4.923	17.51957295	4.049175736
CP218	Central_Park	40.77887	-73.96674	5.9	"New York, NY USA"	18.14904279	0.2821	4.439	15.73555477	3.893355548
CP615	Central_Park	40.79668	-73.94981	6.72	"New York, NY USA"	9.942788767	0.2836	4.824	17.00987306	5.061647189
CP617	Central_Park	40.79672	-73.9501	6.22	"New York, NY USA"	12.45886225	0.284	3.628	12.77464789	3.53753744
CP19	Central_Park	40.76632	-73.97174	6.61	"New York, NY USA"	25.82436654	0.2847	7.45	26.16789603	4.547196562
CP297	Central_Park	40.77781	-73.97341	6.52	"New York, NY USA"	21.21562474	0.2863	6.181	21.58924205	1.859651637
CP489	Central_Park	40.79141	-73.95522	6.94	"New York, NY USA"	22.44497656	0.2871	4.808	16.74677813	1.634685887
CP421	Central_Park	40.78127	-73.96508	6.3	"New York, NY USA"	18.352609	0.2887	5.081	17.59958434	7.288842232
CP726	Central_Park	40.79004	-73.95478	6.18	"New York, NY USA"	10.91989346	0.2893	4.97	17.17939855	3.162429262
CP605	Central_Park	40.79908333	-73.95508333	5.59	"New York, NY USA"	9.003670687	0.2896	5.928	20.46961326	3.486538232
CP350	Central_Park	40.77542	-73.97596	6.27	"New York, NY USA"	11.05853051	0.2913	8.899	30.54926193	2.245964975
CP655	Central_Park	40.79707	-73.9579	5.33	"New York, NY USA"	15.16009958	0.2926	4.419	15.10252905	2.674273837
CP251	Central_Park	40.77697	-73.96757	5.15	"New York, NY USA"	22.89918381	0.2928	6.656	22.73224044	1.54474087
CP461	Central_Park	40.79065	-73.96271	6.03	"New York, NY USA"	16.39163549	0.294	6.593	22.42517007	5.085308357
CP204	Central_Park	40.78133	-73.97025	5.37	"New York, NY USA"	15.51480959	0.2945	5.721	19.42614601	5.269148688
CP731	Central_Park	40.79138	-73.95441	5.22	"New York, NY USA"	10.75852915	0.2976	5.084	17.08333333	6.610714669
CP707	Central_Park	40.79453	-73.96149	5.94	"New York, NY USA"	21.26057575	0.2985	5.589	18.72361809	3.069382733
CP76	Central_Park	40.7688	-73.9712	6.65	"New York, NY USA"	16.96707682	0.2999	6.371	21.24374792	2.69152942
CP28	Central_Park	40.7677	-73.97834	6.1	"New York, NY USA"	16.96545236	0.301	4.357	14.47508306	1.868806073
CP58	Central_Park	40.77006	-73.9786	5.65	"New York, NY USA"	9.20998289	0.301	7.295	24.2358804	4.758729344
CP493	Central_Park	40.79224	-73.96351	6.11	"New York, NY USA"	12.58812471	0.3016	4.835	16.03116711	5.087699719
CP728	Central_Park	40.79023	-73.95636	6.99	"New York, NY USA"	16.90080464	0.3016	4.455	14.77122016	4.108173397
CP66	Central_Park	40.77128	-73.97735	6.23	"New York, NY USA"	19.92045157	0.3027	6.511	21.50974562	2.074515713
CP623	Central_Park	40.79771	-73.95371	6.22	"New York, NY USA"	20.99069087	0.3038	3.822	12.58064516	3.407699127
CP82	Central_Park	40.77036	-73.97403	5.43	"New York, NY USA"	25.11456394	0.3044	5.626	18.48226018	2.094591087
CP701	Central_Park	40.79597	-73.96128	5.77	"New York, NY USA"	21.92516269	0.3052	5.683	18.62057667	5.499663802
CP54	Central_Park	40.76942	-73.97578	7.09	"New York, NY USA"	15.08990851	0.3055	5.104	16.70703764	1.05754825
CP65	Central_Park	40.77156	-73.97849	6.01	"New York, NY USA"	16.56181489	0.3057	5.294	17.31763167	1.455713112
CP719	Central_Park	40.7927	-73.95408	6.42	"New York, NY USA"	19.72665898	0.3059	4.9	16.01830664	2.455573192
CP349	Central_Park	40.77512	-73.97542	6.04	"New York, NY USA"	17.00164992	0.306	5.381	17.58496732	2.433331676
CP205	Central_Park	40.78115	-73.97057	6.19	"New York, NY USA"	10.77063801	0.3061	5.834	19.059131	8.240254889
CP722	Central_Park	40.79226	-73.95327	5.2	"New York, NY USA"	19.69803577	0.3069	5.581	18.18507657	2.41410249
CP409	Central_Park	40.78265	-73.9658	6.11	"New York, NY USA"	12.06823926	0.3074	5.268	17.13728042	8.136250252
CP721	Central_Park	40.79232	-73.95372	5.53	"New York, NY USA"	14.46436345	0.3074	5.846	19.01756669	3.789430968
CP279	Central_Park	40.77837	-73.96976	6.11	"New York, NY USA"	23.25670682	0.3091	6.446	20.85409253	3.74059082
CP346	Central_Park	40.77439	-73.97178	4.78	"New York, NY USA"	15.84473528	0.3098	5.966	19.25758554	2.744635892
CP673	Central_Park	40.79471	-73.95241	6.55	"New York, NY USA"	20.67518536	0.3102	5.717	18.43004513	2.147743163
CP714	Central_Park	40.79362	-73.95718	5.41	"New York, NY USA"	5.832689833	0.3103	4.991	16.08443442	4.198071855
CP78	Central_Park	40.76917	-73.97159	5.26	"New York, NY USA"	9.699743684	0.3112	4.99	16.03470437	3.266653416
CP219	Central_Park	40.7784	-73.96651	6.48	"New York, NY USA"	17.96476536	0.313	4.466	14.26837061	1.767385861
CP247	Central_Park	40.77745	-73.96623	4.72	"New York, NY USA"	17.82954019	0.313	5.51	17.60383387	3.423776921
CP405	Central_Park	40.78128	-73.96337	6.78	"New York, NY USA"	18.97176143	0.3153	4.167	13.21598478	4.473230662
CP208	Central_Park	40.78046	-73.96988	6.01	"New York, NY USA"	11.29731431	0.3162	5.169	16.34724858	2.221075204
CP608	Central_Park	40.79828333	-73.95345	5.39	"New York, NY USA"	19.87218591	0.3163	5.673	17.93550427	1.837970516
CP214	Central_Park	40.77972	-73.96917	6.55	"New York, NY USA"	15.43371929	0.3196	6.57	20.55694618	10.20968363
CP596	Central_Park	40.784	-73.9672	6.86	"New York, NY USA"	11.92593632	0.3203	5.472	17.08398377	5.25606855
CP646	Central_Park	40.79769	-73.95689	4.79	"New York, NY USA"	10.44352511	0.3208	6.304	19.65087282	3.819005984
CP315	Central_Park	40.77454	-73.97241	7.38	"New York, NY USA"	19.22548487	0.3211	5.691	17.72345064	1.410240464
CP72	Central_Park	40.76971	-73.97414	7.3	"New York, NY USA"	32.15733982	0.3215	4.741	14.74650078	2.097074902
CP61	Central_Park	40.7711	-73.97948	5.66	"New York, NY USA"	17.91857523	0.3217	8.531	26.51849549	2.793350203
CP749	Central_Park	40.77328	-73.97223	6.18	"New York, NY USA"	10.85972851	0.3217	6.182	19.21666149	3.141223965
CP579	Central_Park	40.78698	-73.95755	6.64	"New York, NY USA"	19.29186501	0.3218	6.554	20.36668738	2.147170176
CP611	Central_Park	40.7974	-73.95136667	6.25	"New York, NY USA"	16.12118202	0.3226	5.234	16.22442653	2.974824632
CP94	Central_Park	40.77174	-73.97528	5.95	"New York, NY USA"	24.85909695	0.3227	4.884	15.13480012	5.50000157
CP98	Central_Park	40.77104	-73.97243	5.93	"New York, NY USA"	21.27272727	0.3269	6.327	19.35454267	2.512141121
CP85	Central_Park	40.77157	-73.97622	5.5	"New York, NY USA"	24.57186176	0.3296	4.7	14.25970874	2.378739908
CP50	Central_Park	40.76825	-73.9734	6.47	"New York, NY USA"	15.25278198	0.3303	6.641	20.10596427	2.782117658
CP604	Central_Park	40.79963333	-73.95615	6.04	"New York, NY USA"	21.66348156	0.331	6.371	19.24773414	3.218394015
CP654	Central_Park	40.79758	-73.95797	5.62	"New York, NY USA"	10.12126253	0.3312	5.177	15.63103865	3.578566647
CP347	Central_Park	40.77429	-73.97315	5.7	"New York, NY USA"	20.74107308	0.3321	7.641	23.00813008	3.308750205
CP120	Central_Park	40.77404	-73.97659	4.76	"New York, NY USA"	17.78875105	0.3327	4.73	14.21701232	1.498802043
CP35	Central_Park	40.76974	-73.9798	6.63	"New York, NY USA"	18.42127268	0.3327	6.76	20.31860535	8.737438384
CP222	Central_Park	40.78004	-73.96563	4.94	"New York, NY USA"	11.55927909	0.3332	6.658	19.9819928	2.136990355
CP321	Central_Park	40.77486	-73.96897	7.19	"New York, NY USA"	16.61625395	0.3347	6.192	18.50014939	1.436825895
CP283	Central_Park	40.78027	-73.97221	6.92	"New York, NY USA"	19.5813546	0.3354	8.093	24.12939773	2.168119441
CP739	Central_Park	40.79404	-73.96207	5.97	"New York, NY USA"	16.81886291	0.3358	5.383	16.03037522	1.457264734
CP736	Central_Park	40.79143	-73.95667	5.66	"New York, NY USA"	18.78629263	0.3367	7.217	21.43451143	4.675256921
CP320	Central_Park	40.7744	-73.97024	6.83	"New York, NY USA"	13.92145483	0.3381	5.023	14.85655132	1.724320507
CP712	Central_Park	40.79334	-73.95831	6.07	"New York, NY USA"	17.80114784	0.3393	5.743	16.92602417	0.865402109
CP588	Central_Park	40.78628	-73.96737	5.72	"New York, NY USA"	25.40005364	0.342	7.003	20.47660819	3.159115131
CP344	Central_Park	40.77399	-73.96982	4.81	"New York, NY USA"	19.32345665	0.3424	6.811	19.89193925	3.414491962
CP122	Central_Park	40.77373	-73.97574	5.38	"New York, NY USA"	18.0204411	0.3446	6.509	18.88856645	2.668837538
CP5	Central_Park	40.7678	-73.97968	5.02	"New York, NY USA"	16.7135989	0.3447	7.513	21.79576443	2.341675823
CP63	Central_Park	40.77045	-73.97829	6.08	"New York, NY USA"	12.15003646	0.3447	9.439	27.3832318	2.611904224
CP612	Central_Park	40.79702	-73.95081	6.44	"New York, NY USA"	21.3524148	0.3455	4.265	12.34442836	4.285458331
CP709	Central_Park	40.79419	-73.96024	5.33	"New York, NY USA"	13.0470292	0.3455	6.134	17.75397974	4.047346502
CP126	Central_Park	40.77282	-73.97324	5.1	"New York, NY USA"	14.04433359	0.3456	6.656	19.25925926	3.174124369
CP702	Central_Park	40.79543	-73.96111	4.8	"New York, NY USA"	19.46418963	0.3467	5.225	15.07066628	1.978959561
CP669	Central_Park	40.79671	-73.95253	5.44	"New York, NY USA"	18.94690265	0.3505	6.038	17.22681883	4.222159228
CP738	Central_Park	40.79374	-73.96145	6.88	"New York, NY USA"	23.77898692	0.3513	6.63	18.87275833	3.715377248
CP343	Central_Park	40.77332	-73.96964	5.34	"New York, NY USA"	18.55035513	0.3537	7.848	22.18829517	3.460713913
CP48	Central_Park	40.7667	-73.97201	6.29	"New York, NY USA"	26.04952602	0.3539	11.21	31.67561458	3.33567964
CP404	Central_Park	40.78084	-73.96397	5.08	"New York, NY USA"	14.55487805	0.354	6.217	17.56214689	3.981111495
CP29	Central_Park	40.76792	-73.97878	6.94	"New York, NY USA"	18.72011129	0.3558	4.662	13.10286678	2.033616729
CP650	Central_Park	40.79817	-73.95956	7.22	"New York, NY USA"	18.42510361	0.356	5.644	15.85393258	2.793704155
CP718	Central_Park	40.79329	-73.95462	4.87	"New York, NY USA"	15.68089673	0.3561	5.958	16.73125527	0.977789907
CP472	Central_Park	40.78643	-73.96812	5.04	"New York, NY USA"	13.56770627	0.3565	5.103	14.3141655	4.997668462
CP15	Central_Park	40.76538	-73.97368	6.22	"New York, NY USA"	19.00764315	0.3571	5.04	14.11369364	1.411555173
CP733	Central_Park	40.79225	-73.95477	5.68	"New York, NY USA"	10.01969135	0.3575	8.153	22.80559441	4.205539663
CP348	Central_Park	40.77482	-73.97459	7.32	"New York, NY USA"	20.75302555	0.3607	7.501	20.79567508	2.530939409
CP84	Central_Park	40.77111	-73.97549	5.68	"New York, NY USA"	22.64009026	0.3615	5.864	16.22130014	2.599367679
CP649	Central_Park	40.79857	-73.95924	5.62	"New York, NY USA"	12.88094621	0.3617	8.64	23.88719934	3.874618806
CP454	Central_Park	40.78881	-73.96262	4.8	"New York, NY USA"	15.88840057	0.3621	5.494	15.17260425	2.451184547
CP720	Central_Park	40.79266	-73.95383	5.83	"New York, NY USA"	20.6523698	0.3621	6.629	18.30709749	2.960869192
CP324	Central_Park	40.77544	-73.96709	5.86	"New York, NY USA"	8.488114105	0.3628	5.805	16.00055127	1.472374059
CP79	Central_Park	40.76958	-73.97193	7.32	"New York, NY USA"	18.96231847	0.3647	11.6	31.80696463	1.742745036
CP667	Central_Park	40.79608	-73.95345	5.03	"New York, NY USA"	14.32254623	0.3652	6.29	17.22343921	6.528907765
CP112	Central_Park	40.77217	-73.97387	5.91	"New York, NY USA"	26.27981164	0.3665	5.382	14.68485675	2.635475259
CP668	Central_Park	40.79636	-73.95284	6.32	"New York, NY USA"	20.28014823	0.367	5.49	14.95912807	2.696099043
CP270	Central_Park	40.77782	-73.96937	5.3	"New York, NY USA"	26.83761903	0.3688	6.982	18.93167028	1.322221713
CP678	Central_Park	40.79372	-73.95435	6.46	"New York, NY USA"	17.52557421	0.3708	4.834	13.03667745	5.77375682
CP93	Central_Park	40.77219	-73.97586	5.97	"New York, NY USA"	23.18227934	0.3713	5.327	14.34688931	5.001012181
CP622	Central_Park	40.79771	-73.95302	5.86	"New York, NY USA"	15.3843047	0.3743	5.203	13.90061448	3.791761178
CP136	Central_Park	40.77185	-73.96924	6.95	"New York, NY USA"	17.51523546	0.3744	8.524	22.76709402	3.379500349
CP492	Central_Park	40.79278	-73.96349	5.6	"New York, NY USA"	19.46835825	0.3744	7.055	18.84348291	4.405008644
CP599	Central_Park	40.78765	-73.95717	5.86	"New York, NY USA"	22.20291761	0.3748	9.948	26.54215582	3.686005182
CP417	Central_Park	40.78154	-73.96857	4.52	"New York, NY USA"	12.38462355	0.3769	8.681	23.03263465	5.395429033
CP38	Central_Park	40.76924	-73.97818	6.03	"New York, NY USA"	15.84763981	0.3802	5.724	15.05523409	3.892953029
CP338	Central_Park	40.77337	-73.96864	6.02	"New York, NY USA"	22.83158685	0.3803	7.725	20.31291086	2.218105645
CP624	Central_Park	40.79798	-73.95398	5.25	"New York, NY USA"	8.814142791	0.3804	6.309	16.5851735	3.838459302
CP416	Central_Park	40.78204	-73.96731	6.05	"New York, NY USA"	26.61820283	0.3822	7.19	18.81214024	0.963729791
CP429	Central_Park	40.78101	-73.96449	5.5	"New York, NY USA"	19.14967764	0.3849	7.31	18.99194596	1.389273569
CP92	Central_Park	40.77261	-73.97639	5.36	"New York, NY USA"	15.95497928	0.3859	6.698	17.35682819	3.402330204
CP747	Central_Park	40.77349	-73.9735	5.91	"New York, NY USA"	22.90135277	0.3868	8.337	21.55377456	6.06087177
CP2	Central_Park	40.76861	-73.98068	6.72	"New York, NY USA"	17.14117538	0.3888	6.573	16.9058642	1.595119833
CP37	Central_Park	40.76923	-73.97904	5.98	"New York, NY USA"	21.78768339	0.3893	8.884	22.82044696	2.885471895
CP246	Central_Park	40.7764	-73.96658	5.03	"New York, NY USA"	9.828001824	0.3904	7.197	18.43493852	7.622928882
CP471	Central_Park	40.7864	-73.96686	6.41	"New York, NY USA"	27.99087124	0.3904	6.749	17.28739754	8.03585806
CP746	Central_Park	40.77369	-73.97404	5.04	"New York, NY USA"	17.43546594	0.3907	7.836	20.05630919	3.59013322
CP748	Central_Park	40.77311	-73.97248	4.47	"New York, NY USA"	17.34493659	0.3923	8.026	20.45883253	2.609845026
CP706	Central_Park	40.79475	-73.96189	6.79	"New York, NY USA"	21.7664432	0.3924	6.585	16.78134557	4.727527618
CP83	Central_Park	40.77074	-73.97466	5.29	"New York, NY USA"	22.42065483	0.3929	9.054	23.04403156	2.792454655
CP744	Central_Park	40.77456	-73.97573	5.7	"New York, NY USA"	20.27015225	0.3934	8.716	22.15556685	5.024012584
CP276	Central_Park	40.77789	-73.9672	5.77	"New York, NY USA"	14.92282634	0.3937	7.467	18.96621793	2.788822566
CP81	Central_Park	40.77033	-73.97343	7.54	"New York, NY USA"	27.47461177	0.3946	8.06	20.42574759	2.176363345
CP96	Central_Park	40.77105	-73.97363	5.22	"New York, NY USA"	10.73022044	0.3947	7.079	17.93514061	5.284768787
CP700	Central_Park	40.79633	-73.96045	5.98	"New York, NY USA"	23.39383733	0.3984	6.321	15.86596386	2.624333277
CP465	Central_Park	40.79202	-73.96149	4.96	"New York, NY USA"	8.401857612	0.4003	7.657	19.12815388	3.862452246
CP453	Central_Park	40.78873	-73.96575	4.74	"New York, NY USA"	15.45097813	0.4007	5.602	13.98053407	5.82893796
CP227	Central_Park	40.77995	-73.96774	6	"New York, NY USA"	32.07211513	0.4017	4.809	11.97162061	4.330605278
CP705	Central_Park	40.7956	-73.96045	5.77	"New York, NY USA"	16.99914054	0.4028	7.409	18.39374379	5.874495598
CP620	Central_Park	40.79747	-73.95206	7.09	"New York, NY USA"	15.26462566	0.4031	7.352	18.23865046	5.072400868
CP113	Central_Park	40.77241	-73.97451	5.32	"New York, NY USA"	26.04210667	0.4041	6.19	15.3179906	2.985658691
CP337	Central_Park	40.77279	-73.96896	6.82	"New York, NY USA"	15.20575335	0.4041	7.698	19.04974016	7.058918594
CP95	Central_Park	40.77141	-73.97469	5.56	"New York, NY USA"	18.10348416	0.4041	6.208	15.36253403	4.799256266
CP7	Central_Park	40.76686	-73.97712	7.03	"New York, NY USA"	22.65019204	0.4078	8.338	20.4462972	1.894670728
CP679	Central_Park	40.79426	-73.95453	5.52	"New York, NY USA"	19.96274449	0.4081	7.074	17.33398677	1.180994661
CP652	Central_Park	40.79774	-73.95904	4.85	"New York, NY USA"	18.22729988	0.4108	5.887	14.33057449	4.50497011
CP114	Central_Park	40.77274	-73.97505	5.23	"New York, NY USA"	26.08538785	0.4149	5.845	14.08773198	2.534157691
CP497	Central_Park	40.79073	-73.96432	6.4	"New York, NY USA"	23.1443299	0.4169	7.759	18.61117774	2.44877617
CP491	Central_Park	40.79023	-73.95859	5.18	"New York, NY USA"	15.39357415	0.4176	7.355	17.61254789	2.269328097
CP207	Central_Park	40.78028	-73.97017	5.55	"New York, NY USA"	18.75715454	0.4184	8.527	20.38001912	1.967460651
CP424	Central_Park	40.78288	-73.96896	5.24	"New York, NY USA"	20.91159014	0.4209	6.719	15.96341174	3.318513816
CP618	Central_Park	40.79685	-73.95049	6.54	"New York, NY USA"	20.76054921	0.4234	5.883	13.89466226	3.565262975
CP658	Central_Park	40.79603	-73.95776	5.96	"New York, NY USA"	21.11504636	0.4255	9.051	21.27144536	4.360331732
CP44	Central_Park	40.76791	-73.97383	7.15	"New York, NY USA"	16.41651906	0.4272	7.898	18.48782772	3.389779423
CP737	Central_Park	40.79373	-73.96088	6.52	"New York, NY USA"	18.50050976	0.4277	8.93	20.87912088	3.659656388
CP703	Central_Park	40.79513	-73.9612	5.94	"New York, NY USA"	19.99296985	0.4279	8.144	19.03248423	6.248496466
CP694	Central_Park	40.79592	-73.95808	5.96	"New York, NY USA"	18.6959734	0.429	9.424	21.96736597	5.337246126
CP711	Central_Park	40.79355	-73.95872	6.98	"New York, NY USA"	17.86558444	0.4306	8.525	19.79795634	4.146471737
CP715	Central_Park	40.79364	-73.95645	5.05	"New York, NY USA"	16.19032906	0.4328	8.444	19.51016636	11.94158333
CP25	Central_Park	40.76682	-73.97623	6.16	"New York, NY USA"	30.00727709	0.4341	8.524	19.63602856	2.262533638
CP609	Central_Park	40.7979	-73.95238333	7.22	"New York, NY USA"	20.78251079	0.4351	7.069	16.24683981	3.193817768
CP740	Central_Park	40.79426	-73.96198	6.98	"New York, NY USA"	29.78441691	0.4381	7.406	16.90481625	6.4269692
CP51	Central_Park	40.76865	-73.97401	6.36	"New York, NY USA"	20.15782112	0.4404	5.77	13.1017257	1.650880533
CP594	Central_Park	40.7845	-73.96947	4.67	"New York, NY USA"	17.31124469	0.4512	6.543	14.50132979	1.323199441
CP482	Central_Park	40.78804	-73.95627	5.73	"New York, NY USA"	22.90232277	0.452	7.088	15.68141593	2.779419801
CP16	Central_Park	40.76607	-73.97364	5.7	"New York, NY USA"	20.1278361	0.4553	5.29	11.61871294	1.509525424
CP106	Central_Park	40.77077	-73.97066	5.4	"New York, NY USA"	28.36087539	0.4565	10.48	22.95728368	1.993286182
CP423	Central_Park	40.78359	-73.96951	5.33	"New York, NY USA"	34.01732939	0.4567	9.331	20.43135538	1.012405996
CP115	Central_Park	40.77289	-73.97633	7.41	"New York, NY USA"	22.9392675	0.4574	10.19	22.27809357	0.762461205
CP428	Central_Park	40.78049	-73.96494	4.92	"New York, NY USA"	16.4531658	0.4584	9.005	19.64441536	4.421893706
CP24	Central_Park	40.76702	-73.97659	5.77	"New York, NY USA"	19.93783127	0.4597	7.115	15.47748532	2.327699775
CP130	Central_Park	40.77191	-73.97068	6.73	"New York, NY USA"	32.95631274	0.461	11.24	24.38177874	5.985921426
CP111	Central_Park	40.77197	-73.97342	5.1	"New York, NY USA"	14.80270491	0.4625	7.138	15.43351351	5.479009605
CP677	Central_Park	40.79327	-73.95351	5.8	"New York, NY USA"	25.61136955	0.4763	10.31	21.64602142	5.234951396
CP281	Central_Park	40.7793	-73.97079	6.8	"New York, NY USA"	18.83885282	0.4818	9.58	19.8837692	7.10095842
CP8	Central_Park	40.76666	-73.97649	4.83	"New York, NY USA"	19.12841879	0.4821	10.27	21.30263431	2.37952463
CP284	Central_Park	40.78045	-73.9726	6.72	"New York, NY USA"	21.41561767	0.4846	8.69	17.93231531	2.915229124
CP62	Central_Park	40.77081	-73.97887	5.84	"New York, NY USA"	26.16255177	0.4894	8.801	17.98324479	1.211130557
CP100	Central_Park	40.77072	-73.97112	6.74	"New York, NY USA"	30.61997319	0.4907	10.75	21.90747911	2.191500716
CP228	Central_Park	40.77967	-73.96741	5.9	"New York, NY USA"	31.3071106	0.4954	5.675	11.45538958	5.6310933
CP477	Central_Park	40.79042	-73.96127	5.13	"New York, NY USA"	21.29683644	0.496	9.974	20.10887097	4.458144881
CP734	Central_Park	40.79248	-73.95549	5.34	"New York, NY USA"	11.96105175	0.5021	11.45	22.80422227	4.390788767
CP322	Central_Park	40.77462	-73.96811	5.75	"New York, NY USA"	27.85062415	0.507	11.64	22.95857988	1.96902475
CP657	Central_Park	40.79653	-73.95776	4.71	"New York, NY USA"	13.75693455	0.5117	12.64	24.70197381	4.584699911
CP474	Central_Park	40.78938	-73.96608	5.05	"New York, NY USA"	21.15191428	0.5213	8.99	17.24534817	2.066113697
CP466	Central_Park	40.78986	-73.95775	5.47	"New York, NY USA"	29.11814777	0.5344	9.146	17.11452096	2.310232205
CP463	Central_Park	40.79261	-73.96291	5.07	"New York, NY USA"	24.15419977	0.5482	11.55	21.06895294	3.550488212
CP455	Central_Park	40.78984	-73.96484	6.3	"New York, NY USA"	16.71705789	0.5485	11.41	20.80218778	11.56852071
CP541	Central_Park	40.79312	-73.96223	5.15	"New York, NY USA"	24.38696085	0.5524	6.918	12.52353367	2.207896544
CP603	Central_Park	40.79978333	-73.95668333	6.61	"New York, NY USA"	26.35612769	0.5636	8.497	15.07629524	2.51300023
CP613	Central_Park	40.79705	-73.95031	6.44	"New York, NY USA"	24.13312972	0.5687	7.565	13.30226833	2.839729053
CP732	Central_Park	40.79195	-73.95421	4.97	"New York, NY USA"	13.30443967	0.5723	11.84	20.68845011	5.966317179
CP610	Central_Park	40.79776667	-73.95176667	7.07	"New York, NY USA"	24.16451421	0.577	11.37	19.70537262	3.65694471
CP101	Central_Park	40.77054	-73.97083	5.07	"New York, NY USA"	30.40529196	0.587	14.61	24.88926746	1.996651857
CP49	Central_Park	40.76689	-73.9715	6.67	"New York, NY USA"	22.07759061	0.595	8.557	14.38151261	3.019816764
CP546	Central_Park	40.77335	-73.97063	5.67	"New York, NY USA"	20.69803165	0.5955	4.401	7.390428212	2.362968555
CP716	Central_Park	40.79385	-73.95572	5.31	"New York, NY USA"	20.03304123	0.6004	14.68	24.45036642	4.484142928
CP631	Central_Park	40.79903	-73.95881	4.62	"New York, NY USA"	20.5530077	0.6202	8.087	13.03934215	2.075512756
CP39	Central_Park	40.76915	-73.97725	6.22	"New York, NY USA"	27.04528955	0.6244	17.06	27.32222934	3.138423966
